nim,kode_matkul
2511501014,TIO2008
2511501014,TIO2009
2511501014,UAY0002
2511501014,UAY0008
2511501015,TIO1001
2511501015,TIO1002
2511501015,TIO1003
2511501015,TIO1004
2511501015,UAY0001
2511501015,UAY0005
2511501015,UAY0006
2511501015,UAY0007
2511501015,TIO2005
2511501015,TIO2006
2511501015,TIO2007
2511501015,TIO2008
2511501015,TIO2009
2511501015,UAY0002
2511501015,UAY0008
2511501016,TIO1001
2511501016,TIO1002
2511501016,TIO1003
2511501016,TIO1004
2511501016,UAY0001
2511501016,UAY0005
2511501016,UAY0006
2511501016,UAY0007
2511501016,TIO2005
2511501016,TIO2006
2511501016,TIO2007
2511501016,TIO2008
2511501016,TIO2009
2511501016,UAY0002
2511501016,UAY0008
2511501017,TIO1001
2511501017,TIO1002
2511501017,TIO1003
2511501017,TIO1004
2511501017,UAY0001
2511501017,UAY0005
2511501017,UAY0006
2511501017,UAY0007
2511501017,TIO2005
2511501017,TIO2006
2511501017,TIO2007
2511501017,TIO2008
2511501017,TIO2009
2511501017,UAY0002
2511501017,UAY0008
2511501018,TIO1001
2511501018,TIO1002
2511501018,TIO1003
2511501018,TIO1004
2511501018,UAY0001
2511501018,UAY0005
2511501018,UAY0006
2511501018,UAY0007
2511501018,TIO2005
2511501018,TIO2006
2511501018,TIO2007
2511501018,TIO2008
2511501018,TIO2009
2511501018,UAY0002
2511501018,UAY0008
2511501019,TIO1001
2511501019,TIO1002
2511501019,TIO1003
2511501019,TIO1004
2511501019,UAY0001
2511501019,UAY0005
2511501019,UAY0006
2511501019,UAY0007
2511501019,TIO2005
2511501019,TIO2006
2511501019,TIO2007
2511501019,TIO2008
2511501019,TIO2009
2511501019,UAY0002
2511501019,UAY0008
2511501020,TIO1001
2511501020,TIO1002
2511501020,TIO1003
2511501020,TIO1004
2511501020,UAY0001
2511501020,UAY0005
2511501020,UAY0006
2511501020,UAY0007
2511501020,TIO2005
2511501020,TIO2006
2511501020,TIO2007
2511501020,TIO2008
2511501020,TIO2009
2511501020,UAY0002
2511501020,UAY0008
2511501021,TIO1001
2511501021,TIO1002
2511501021,TIO1003
2511501021,TIO1004
2511501021,UAY0001
2511501021,UAY0005
2511501021,UAY0006
2511501021,UAY0007
2511501021,TIO2005
2511501021,TIO2006
2511501021,TIO2007
2511501021,TIO2008
2511501021,TIO2009
2511501021,UAY0002
2511501021,UAY0008
2511501022,TIO1001
2511501022,TIO1002
2511501022,TIO1003
2511501022,TIO1004
2511501022,UAY0001
2511501022,UAY0005
2511501022,UAY0006
2511501022,UAY0007
2511501022,TIO2005
2511501022,TIO2006
2511501022,TIO2007
2511501022,TIO2008
2511501022,TIO2009
2511501022,UAY0002
2511501022,UAY0008
2511501023,TIO1001
2511501023,TIO1002
2511501023,TIO1003
2511501023,TIO1004
2511501023,UAY0001
2511501023,UAY0005
2511501023,UAY0006
2511501023,UAY0007
2511501023,TIO2005
2511501023,TIO2006
2511501023,TIO2007
2511501023,TIO2008
2511501023,TIO2009
2511501023,UAY0002
2511501023,UAY0008
2511501024,TIO1001
2511501024,TIO1002
2511501024,TIO1003
2511501024,TIO1004
2511501024,UAY0001
2511501024,UAY0005
2511501024,UAY0006
2511501024,UAY0007
2511501024,TIO2005
2511501024,TIO2006
2511501024,TIO2007
2511501024,TIO2008
2511501024,TIO2009
2511501024,UAY0002
2511501024,UAY0008
2511501025,TIO1001
2511501025,TIO1002
2511501025,TIO1003
2511501025,TIO1004
2511501025,UAY0001
2511501025,UAY0005
2511501025,UAY0006
2511501025,UAY0007
2511501025,TIO2005
2511501025,TIO2006
2511501025,TIO2007
2511501025,TIO2008
2511501025,TIO2009
2511501025,UAY0002
2511501025,UAY0008
2511501026,TIO1001
2511501026,TIO1002
2511501026,TIO1003
2511501026,TIO1004
2511501026,UAY0001
2511501026,UAY0005
2511501026,UAY0006
2511501026,UAY0007
2511501026,TIO2005
2511501026,TIO2006
2511501026,TIO2007
2511501026,TIO2008
2511501026,TIO2009
2511501026,UAY0002
2511501026,UAY0008
2511501027,TIO1001
2511501027,TIO1002
2511501027,TIO1003
2511501027,TIO1004
2511501027,UAY0001
2511501027,UAY0005
2511501027,UAY0006
2511501027,UAY0007
2511501027,TIO2005
2511501027,TIO2006
2511501027,TIO2007
2511501027,TIO2008
2511501027,TIO2009
2511501027,UAY0002
2511501027,UAY0008
2511501028,TIO1001
2511501028,TIO1002
2511501028,TIO1003
2511501028,TIO1004
2511501028,UAY0001
2511501028,UAY0005
2511501028,UAY0006
2511501028,UAY0007
2511501028,TIO2005
2511501028,TIO2006
2511501028,TIO2007
2511501028,TIO2008
2511501028,TIO2009
2511501028,UAY0002
2511501028,UAY0008
2511501029,TIO1001
2511501029,TIO1002
2511501029,TIO1003
2511501029,TIO1004
2511501029,UAY0001
2511501029,UAY0005
2511501029,UAY0006
2511501029,UAY0007
2511501029,TIO2005
2511501029,TIO2006
2511501029,TIO2007
2511501029,TIO2008
2511501029,TIO2009
2511501029,UAY0002
2511501029,UAY0008
2511501031,TIO1001
2511501031,TIO1002
2511501031,TIO1003
2511501031,TIO1004
2511501031,UAY0001
2511501031,UAY0005
2511501031,UAY0006
2511501031,UAY0007
2511501031,TIO2005
2511501031,TIO2006
2511501031,TIO2007
2511501031,TIO2008
2511501031,TIO2009
2511501031,UAY0002
2511501031,UAY0008
2511501032,TIO1001
2511501032,TIO1002
2511501032,TIO1003
2511501032,TIO1004
2511501032,UAY0001
2511501032,UAY0005
2511501032,UAY0006
2511501032,UAY0007
2511501032,TIO2005
2511501032,TIO2006
2511501032,TIO2007
2511501032,TIO2008
2511501032,TIO2009
2511501032,UAY0002
2511501032,UAY0008
2511501033,TIO1001
2511501033,TIO1002
2511501033,TIO1003
2511501033,TIO1004
2511501033,UAY0001
2511501033,UAY0005
2511501033,UAY0006
2511501033,UAY0007
2511501033,TIO2005
2511501033,TIO2006
2511501033,TIO2007
2511501033,TIO2008
2511501033,TIO2009
2511501033,UAY0002
2511501033,UAY0008
2511501034,TIO1001
2511501034,TIO1002
2511501034,TIO1003
2511501034,TIO1004
2511501034,UAY0001
2511501034,UAY0005
2511501034,UAY0006
2511501034,UAY0007
2511501034,TIO2005
2511501034,TIO2006
2511501034,TIO2007
2511501034,TIO2008
2511501034,TIO2009
2511501034,UAY0002
2511501034,UAY0008
2511501035,TIO1001
2511501035,TIO1002
2511501035,TIO1003
2511501035,TIO1004
2511501035,UAY0001
2511501035,UAY0005
2511501035,UAY0006
2511501035,UAY0007
2511501035,TIO2005
2511501035,TIO2006
2511501035,TIO2007
2511501035,TIO2008
2511501035,TIO2009
2511501035,UAY0002
2511501035,UAY0008
2511501036,TIO1001
2511501036,TIO1002
2511501036,TIO1003
2511501036,TIO1004
2511501036,UAY0001
2511501036,UAY0005
2511501036,UAY0006
2511501036,UAY0007
2511501036,TIO2005
2511501036,TIO2006
2511501036,TIO2007
2511501036,TIO2008
2511501036,TIO2009
2511501036,UAY0002
2511501036,UAY0008
2511501037,TIO1001
2511501037,TIO1002
2511501037,TIO1003
2511501037,TIO1004
2511501037,UAY0001
2511501037,UAY0005
2511501037,UAY0006
2511501037,UAY0007
2511501037,TIO2005
2511501037,TIO2006
2511501037,TIO2007
2511501037,TIO2008
2511501037,TIO2009
2511501037,UAY0002
2511501037,UAY0008
2511501038,TIO1001
2511501038,TIO1002
2511501038,TIO1003
2511501038,TIO1004
2511501038,UAY0001
2511501038,UAY0005
2511501038,UAY0006
2511501038,UAY0007
2511501038,TIO2005
2511501038,TIO2006
2511501038,TIO2007
2511501038,TIO2008
2511501038,TIO2009
2511501038,UAY0002
2511501038,UAY0008
2511501039,TIO1001
2511501039,TIO1002
2511501039,TIO1003
2511501039,TIO1004
2511501039,UAY0001
2511501039,UAY0005
2511501039,UAY0006
2511501039,UAY0007
2511501039,TIO2005
2511501039,TIO2006
2511501039,TIO2007
2511501039,TIO2008
2511501039,TIO2009
2511501039,UAY0002
2511501039,UAY0008
2511501040,TIO1001
2511501040,TIO1002
2511501040,TIO1003
2511501040,TIO1004
2511501040,UAY0001
2511501040,UAY0005
2511501040,UAY0006
2511501040,UAY0007
2511501040,TIO2005
2511501040,TIO2006
2511501040,TIO2007
2511501040,TIO2008
2511501040,TIO2009
2511501040,UAY0002
2511501040,UAY0008
2511501041,TIO1001
2511501041,TIO1002
2511501041,TIO1003
2511501041,TIO1004
2511501041,UAY0001
2511501041,UAY0005
2511501041,UAY0006
2511501041,UAY0007
2511501041,TIO2005
2511501041,TIO2006
2511501041,TIO2007
2511501041,TIO2008
2511501041,TIO2009
2511501041,UAY0002
2511501041,UAY0008
2511501042,TIO1001
2511501042,TIO1002
2511501042,TIO1003
2511501042,TIO1004
2511501042,UAY0001
2511501042,UAY0005
2511501042,UAY0006
2511501042,UAY0007
2511501042,TIO2005
2511501042,TIO2006
2511501042,TIO2007
2511501042,TIO2008
2511501042,TIO2009
2511501042,UAY0002
2511501042,UAY0008
2511501043,TIO1001
2511501043,TIO1002
2511501043,TIO1003
2511501043,TIO1004
2511501043,UAY0001
2511501043,UAY0005
2511501043,UAY0006
2511501043,UAY0007
2511501043,TIO2005
2511501043,TIO2006
2511501043,TIO2007
2511501043,TIO2008
2511501043,TIO2009
2511501043,UAY0002
2511501043,UAY0008
2511501044,TIO1001
2511501044,TIO1002
2511501044,TIO1003
2511501044,TIO1004
2511501044,UAY0001
2511501044,UAY0005
2511501044,UAY0006
2511501044,UAY0007
2511501044,TIO2005
2511501044,TIO2006
2511501044,TIO2007
2511501044,TIO2008
2511501044,TIO2009
2511501044,UAY0002
2511501044,UAY0008
2511501045,TIO1001
2511501045,TIO1002
2511501045,TIO1003
2511501045,TIO1004
2511501045,UAY0001
2511501045,UAY0005
2511501045,UAY0006
2511501045,UAY0007
2511501045,TIO2005
2511501045,TIO2006
2511501045,TIO2007
2511501045,TIO2008
2511501045,TIO2009
2511501045,UAY0002
2511501045,UAY0008
2511501046,TIO1001
2511501046,TIO1002
2511501046,TIO1003
2511501046,TIO1004
2511501046,UAY0001
2511501046,UAY0005
2511501046,UAY0006
2511501046,UAY0007
2511501046,TIO2005
2511501046,TIO2006
2511501046,TIO2007
2511501046,TIO2008
2511501046,TIO2009
2511501046,UAY0002
2511501046,UAY0008
2511501047,TIO1001
2511501047,TIO1002
2511501047,TIO1003
2511501047,TIO1004
2511501047,UAY0001
2511501047,UAY0005
2511501047,UAY0006
2511501047,UAY0007
2511501047,TIO2005
2511501047,TIO2006
2511501047,TIO2007
2511501047,TIO2008
2511501047,TIO2009
2511501047,UAY0002
2511501047,UAY0008
2511501048,TIO1001
2511501048,TIO1002
2511501048,TIO1003
2511501048,TIO1004
2511501048,UAY0001
2511501048,UAY0005
2511501048,UAY0006
2511501048,UAY0007
2511501048,TIO2005
2511501048,TIO2006
2511501048,TIO2007
2511501048,TIO2008
2511501048,TIO2009
2511501048,UAY0002
2511501048,UAY0008
2511501049,TIO1001
2511501049,TIO1002
2511501049,TIO1003
2511501049,TIO1004
2511501049,UAY0001
2511501049,UAY0005
2511501049,UAY0006
2511501049,UAY0007
2511501049,TIO2005
2511501049,TIO2006
2511501049,TIO2007
2511501049,TIO2008
2511501049,TIO2009
2511501049,UAY0002
2511501049,UAY0008
2511501050,TIO1001
2511501050,TIO1002
2511501050,TIO1003
2511501050,TIO1004
2511501050,UAY0001
2511501050,UAY0005
2511501050,UAY0006
2511501050,UAY0007
2511501050,TIO2005
2511501050,TIO2006
2511501050,TIO2007
2511501050,TIO2008
2511501050,TIO2009
2511501050,UAY0002
2511501050,UAY0008
2511501051,TIO1001
2511501051,TIO1002
2511501051,TIO1003
2511501051,TIO1004
2511501051,UAY0001
2511501051,UAY0005
2511501051,UAY0006
2511501051,UAY0007
2511501051,TIO2005
2511501051,TIO2006
2511501051,TIO2007
2511501051,TIO2008
2511501051,TIO2009
2511501051,UAY0002
2511501051,UAY0008
2511501052,TIO1001
2511501052,TIO1002
2511501052,TIO1003
2511501052,TIO1004
2511501052,UAY0001
2511501052,UAY0005
2511501052,UAY0006
2511501052,UAY0007
2511501052,TIO2005
2511501052,TIO2006
2511501052,TIO2007
2511501052,TIO2008
2511501052,TIO2009
2511501052,UAY0002
2511501052,UAY0008
2511501053,TIO1001
2511501053,TIO1002
2511501053,TIO1003
2511501053,TIO1004
2511501053,UAY0001
2511501053,UAY0005
2511501053,UAY0006
2511501053,UAY0007
2511501053,TIO2005
2511501053,TIO2006
2511501053,TIO2007
2511501053,TIO2008
2511501053,TIO2009
2511501053,UAY0002
2511501053,UAY0008
2511501054,TIO1001
2511501054,TIO1002
2511501054,TIO1003
2511501054,TIO1004
2511501054,UAY0001
2511501054,UAY0005
2511501054,UAY0006
2511501054,UAY0007
2511501054,TIO2005
2511501054,TIO2006
2511501054,TIO2007
2511501054,TIO2008
2511501054,TIO2009
2511501054,UAY0002
2511501054,UAY0008
2511501055,TIO1001
2511501055,TIO1002
2511501055,TIO1003
2511501055,TIO1004
2511501055,UAY0001
2511501055,UAY0005
2511501055,UAY0006
2511501055,UAY0007
2511501055,TIO2005
2511501055,TIO2006
2511501055,TIO2007
2511501055,TIO2008
2511501055,TIO2009
2511501055,UAY0002
2511501055,UAY0008
2511501056,TIO1001
2511501056,TIO1002
2511501056,TIO1003
2511501056,TIO1004
2511501056,UAY0001
2511501056,UAY0005
2511501056,UAY0006
2511501056,UAY0007
2511501056,TIO2005
2511501056,TIO2006
2511501056,TIO2007
2511501056,TIO2008
2511501056,TIO2009
2511501056,UAY0002
2511501056,UAY0008
2511501057,TIO1001
2511501057,TIO1002
2511501057,TIO1003
2511501057,TIO1004
2511501057,UAY0001
2511501057,UAY0005
2511501057,UAY0006
2511501057,UAY0007
2511501057,TIO2005
2511501057,TIO2006
2511501057,TIO2007
2511501057,TIO2008
2511501057,TIO2009
2511501057,UAY0002
2511501057,UAY0008
2511501058,TIO1001
2511501058,TIO1002
2511501058,TIO1003
2511501058,TIO1004
2511501058,UAY0001
2511501058,UAY0005
2511501058,UAY0006
2511501058,UAY0007
2511501058,TIO2005
2511501058,TIO2006
2511501058,TIO2007
2511501058,TIO2008
2511501058,TIO2009
2511501058,UAY0002
2511501058,UAY0008
2511501059,TIO1001
2511501059,TIO1002
2511501059,TIO1003
2511501059,TIO1004
2511501059,UAY0001
2511501059,UAY0005
2511501059,UAY0006
2511501059,UAY0007
2511501059,TIO2005
2511501059,TIO2006
2511501059,TIO2007
2511501059,TIO2008
2511501059,TIO2009
2511501059,UAY0002
2511501059,UAY0008
2411501001,TIO3010
2411501001,TIO3011
2411501001,TIO3012
2411501001,TIO3013
2411501001,UAY0003
2411501001,UAY0009
2411501001,TIO4014
2411501001,TIO4015
2411501001,TIO4016
2411501001,TIO4017
2411501001,TIO4018
2411501001,UAY0004
2411501001,UAY0010
2411501002,TIO3010
2411501002,TIO3011
2411501002,TIO3012
2411501002,TIO3013
2411501002,UAY0003
2411501002,UAY0009
2411501002,TIO4014
2411501002,TIO4015
2411501002,TIO4016
2411501002,TIO4017
2411501002,TIO4018
2411501002,UAY0004
2411501002,UAY0010
2411501004,TIO3010
2411501004,TIO3011
2411501004,TIO3012
2411501004,TIO3013
2411501004,UAY0003
2411501004,UAY0009
2411501004,TIO4014
2411501004,TIO4015
2411501004,TIO4016
2411501004,TIO4017
2411501004,TIO4018
2411501004,UAY0004
2411501004,UAY0010
2411501005,TIO3010
2411501005,TIO3011
2411501005,TIO3012
2411501005,TIO3013
2411501005,UAY0003
2411501005,UAY0009
2411501005,TIO4014
2411501005,TIO4015
2411501005,TIO4016
2411501005,TIO4017
2411501005,TIO4018
2411501005,UAY0004
2411501005,UAY0010
2411501007,TIO3010
2411501007,TIO3011
2411501007,TIO3012
2411501007,TIO3013
2411501007,UAY0003
2411501007,UAY0009
2411501007,TIO4014
2411501007,TIO4015
2411501007,TIO4016
2411501007,TIO4017
2411501007,TIO4018
2411501007,UAY0004
2411501007,UAY0010
2411501008,TIO3010
2411501008,TIO3011
2411501008,TIO3012
2411501008,TIO3013
2411501008,UAY0003
2411501008,UAY0009
2411501008,TIO4014
2411501008,TIO4015
2411501008,TIO4016
2411501008,TIO4017
2411501008,TIO4018
2411501008,UAY0004
2411501008,UAY0010
2411501009,TIO3010
2411501009,TIO3011
2411501009,TIO3012
2411501009,TIO3013
2411501009,UAY0003
2411501009,UAY0009
2411501009,TIO4014
2411501009,TIO4015
2411501009,TIO4016
2411501009,TIO4017
2411501009,TIO4018
2411501009,UAY0004
2411501009,UAY0010
2411501010,TIO3010
2411501010,TIO3011
